date,state,total cases,total deaths,new cases,new deaths
2020-07-21,North Carolina,103047,1702,1871,26
2020-07-22,North Carolina,105138,1729,2091,27
2020-07-23,North Carolina,107050,1754,1912,25
2020-07-24,North Carolina,109206,1769,2156,15
2020-07-25,North Carolina,111282,1801,2076,32
2020-07-26,North Carolina,112802,1807,1520,6
2020-07-27,North Carolina,114612,1815,1810,8
2020-07-28,North Carolina,116300,1847,1688,32
2020-07-29,North Carolina,118027,1889,1727,42
2020-07-30,North Carolina,120391,1929,2364,40
2020-07-31,North Carolina,122370,1947,1979,18
2020-08-01,North Carolina,124015,1989,1645,42
2020-08-02,North Carolina,125281,1996,1266,7
2020-08-03,North Carolina,126748,2013,1467,17
2020-08-04,North Carolina,128236,2038,1488,25
2020-08-05,North Carolina,129454,2079,1218,41
2020-08-06,North Carolina,131478,2122,2024,43
2020-08-07,North Carolina,133033,2160,1555,38
2020-08-08,North Carolina,134915,2184,1882,24
2020-08-09,North Carolina,136250,2195,1335,11
2020-08-10,North Carolina,137006,2198,756,3
2020-08-11,North Carolina,138074,2238,1068,40
2020-08-12,North Carolina,139413,2277,1339,39
2020-08-13,North Carolina,141006,2313,1593,36
2020-08-14,North Carolina,142544,2344,1538,31
2020-08-15,North Carolina,143956,2370,1412,26
2020-08-16,North Carolina,145111,2372,1155,2
2020-08-17,North Carolina,145942,2384,831,12
2020-08-18,North Carolina,147141,2425,1199,41
2020-08-19,North Carolina,148491,2464,1350,39
2020-08-20,North Carolina,150422,2496,1931,32
2020-08-21,North Carolina,152344,2522,1922,26
2020-08-22,North Carolina,153966,2546,1622,24
2020-08-23,North Carolina,155390,2560,1424,14
2020-08-24,North Carolina,156927,2567,1537,7
2020-08-25,North Carolina,158185,2607,1258,40
2020-08-26,North Carolina,159708,2634,1523,27
2020-08-27,North Carolina,161715,2654,2007,20
2020-08-28,North Carolina,163154,2676,1439,22
2020-08-29,North Carolina,165533,2708,2379,32
2020-08-30,North Carolina,166510,2721,977,13
2020-08-31,North Carolina,167989,2733,1479,12
2020-09-01,North Carolina,169966,2769,1977,36
2020-09-02,North Carolina,171140,2806,1174,37
2020-09-03,North Carolina,172791,2829,1651,23
2020-09-04,North Carolina,174848,2868,2057,39
2020-09-05,North Carolina,176124,2913,1276,45
2020-09-06,North Carolina,177141,2920,1017,7
2020-09-07,North Carolina,178212,2920,1071,0
2020-09-08,North Carolina,179150,2942,938,22
2020-09-09,North Carolina,180061,2990,911,48
2020-09-10,North Carolina,181335,3016,1274,26
2020-09-11,North Carolina,182934,3050,1599,34
2020-09-12,North Carolina,184305,3073,1371,23
2020-09-13,North Carolina,185325,3080,1020,7
2020-09-14,North Carolina,186447,3094,1122,14
2020-09-15,North Carolina,187486,3135,1039,41
2020-09-16,North Carolina,188800,3176,1314,41
2020-09-17,North Carolina,190307,3208,1507,32
2020-09-18,North Carolina,191672,3232,1365,24
2020-09-19,North Carolina,192751,3260,1079,28
2020-09-20,North Carolina,193978,3270,1227,10
2020-09-21,North Carolina,195093,3283,1115,13
2020-09-22,North Carolina,196258,3320,1165,37
2020-09-23,North Carolina,197431,3345,1173,25
2020-09-24,North Carolina,199236,3380,1805,35
2020-09-25,North Carolina,204658,3427,5422,47
2020-09-26,North Carolina,206241,3458,1583,31
2020-09-27,North Carolina,207407,3460,1166,2
2020-09-28,North Carolina,208497,3469,1090,9
2020-09-29,North Carolina,209384,3511,887,42
2020-09-30,North Carolina,211004,3565,1620,54
2020-10-01,North Carolina,213218,3601,2214,36
2020-10-02,North Carolina,215035,3628,1817,27
2020-10-03,North Carolina,217049,3647,2014,19
2020-10-04,North Carolina,217641,3653,592,6
2020-10-05,North Carolina,220045,3656,2404,3
2020-10-06,North Carolina,221438,3691,1393,35
2020-10-07,North Carolina,223349,3716,1911,25
2020-10-08,North Carolina,225738,3744,2389,28
2020-10-09,North Carolina,227756,3768,2018,24
2020-10-10,North Carolina,229959,3786,2203,18
2020-10-11,North Carolina,231564,3791,1605,5
2020-10-12,North Carolina,233059,3799,1495,8
2020-10-13,North Carolina,234842,3849,1783,50
2020-10-14,North Carolina,236812,3882,1970,33
2020-10-15,North Carolina,239338,3899,2526,17
2020-10-16,North Carolina,242032,3938,2694,39
2020-10-17,North Carolina,244020,3955,1988,17
2020-10-18,North Carolina,246116,3961,2096,6
2020-10-19,North Carolina,247551,3969,1435,8
2020-10-20,North Carolina,249158,4018,1607,49
2020-10-21,North Carolina,251010,4063,1852,45
2020-10-22,North Carolina,253418,4110,2408,47
2020-10-23,North Carolina,255534,4140,2116,30
2020-10-24,North Carolina,258439,4170,2905,30
2020-10-25,North Carolina,260128,4183,1689,13
2020-10-26,North Carolina,262159,4200,2031,17
2020-10-27,North Carolina,264334,4236,2175,36
2020-10-28,North Carolina,266566,4275,2232,39
2020-10-29,North Carolina,269419,4307,2853,32
2020-10-30,North Carolina,272231,4354,2812,47
2020-10-31,North Carolina,274805,4400,2574,46
2020-11-01,North Carolina,276706,4405,1901,5
2020-11-02,North Carolina,278477,4413,1771,8
2020-11-03,North Carolina,280657,4481,2180,68
2020-11-04,North Carolina,283280,4535,2623,54
2020-11-05,North Carolina,286210,4572,2930,37
2020-11-06,North Carolina,289124,4608,2914,36
2020-11-07,North Carolina,291563,4629,2439,21
2020-11-08,North Carolina,293431,4630,1868,1
2020-11-09,North Carolina,295105,4638,1674,8
2020-11-10,North Carolina,298089,4685,2984,47
2020-11-11,North Carolina,300725,4723,2636,38
2020-11-12,North Carolina,303931,4730,3206,7
2020-11-13,North Carolina,306498,4749,2567,19
2020-11-14,North Carolina,309703,4783,3205,34
2020-11-15,North Carolina,312406,4830,2703,47
2020-11-16,North Carolina,315314,4843,2908,13
2020-11-17,North Carolina,318537,4881,3223,38
2020-11-18,North Carolina,322258,4927,3721,46
2020-11-19,North Carolina,325658,4968,3400,41
2020-11-20,North Carolina,330021,5012,4363,44
2020-11-21,North Carolina,333074,5035,3053,23
2020-11-22,North Carolina,336983,5062,3909,27
2020-11-23,North Carolina,339672,5076,2689,14
2020-11-24,North Carolina,343566,5114,3894,38
2020-11-25,North Carolina,348102,5177,4536,63
2020-11-26,North Carolina,348148,5177,46,0
2020-11-27,North Carolina,355664,5240,7516,63
2020-11-28,North Carolina,358654,5249,2990,9
2020-11-29,North Carolina,362124,5279,3470,30
2020-11-30,North Carolina,364968,5296,2844,17
2020-12-01,North Carolina,368615,5322,3647,26
2020-12-02,North Carolina,372525,5406,3910,84
2020-12-03,North Carolina,378370,5454,5845,48
2020-12-04,North Carolina,384165,5505,5795,51
2020-12-05,North Carolina,388760,5547,4595,42
2020-12-06,North Carolina,395020,5578,6260,31
2020-12-07,North Carolina,399796,5598,4776,20
2020-12-08,North Carolina,404520,5642,4724,44
2020-12-09,North Carolina,412140,5704,7620,62
2020-12-10,North Carolina,417951,5752,5811,48
2020-12-11,North Carolina,424991,5791,7040,39
2020-12-12,North Carolina,430325,5831,5334,40
2020-12-13,North Carolina,436655,5855,6330,24
2020-12-14,North Carolina,441721,5899,5066,44
2020-12-15,North Carolina,447303,5926,5582,27
2020-12-16,North Carolina,453628,6030,6325,104
2020-12-17,North Carolina,458739,6120,5111,90
2020-12-18,North Carolina,468195,6172,9456,52
2020-12-19,North Carolina,473691,6222,5496,50
2020-12-20,North Carolina,479875,6259,6184,37
2020-12-21,North Carolina,484513,6285,4638,26
2020-12-22,North Carolina,491242,6342,6729,57
2020-12-23,North Carolina,497869,6418,6627,76
2020-12-24,North Carolina,498005,6420,136,2
2020-12-25,North Carolina,498005,6420,0,0
2020-12-26,North Carolina,514724,6574,16719,154
2020-12-27,North Carolina,517449,6592,2725,18
2020-12-28,North Carolina,521990,6601,4541,9
2020-12-29,North Carolina,526439,6630,4449,29
2020-12-30,North Carolina,535120,6780,8681,150
2020-12-31,North Carolina,541070,6811,5950,31
2021-01-01,North Carolina,543976,6819,2906,8
2021-01-02,North Carolina,559942,6933,15966,114
2021-01-03,North Carolina,565260,6963,5318,30
2021-01-04,North Carolina,572018,7000,6758,37
2021-01-05,North Carolina,578309,7080,6291,80
2021-01-06,North Carolina,584694,7149,6385,69
2021-01-07,North Carolina,595308,7262,10614,113
2021-01-08,North Carolina,605187,7383,9879,121
2021-01-09,North Carolina,614715,7468,9528,85
2021-01-10,North Carolina,623503,7609,8788,141
2021-01-11,North Carolina,632994,7635,9491,26
2021-01-12,North Carolina,638330,7687,5336,52
2021-01-13,North Carolina,643520,7796,5190,109
2021-01-14,North Carolina,651533,7888,8013,92
2021-01-15,North Carolina,661506,7996,9973,108
2021-01-16,North Carolina,669284,8060,7778,64
2021-01-17,North Carolina,675272,8125,5988,65
2021-01-18,North Carolina,676315,8131,1043,6
2021-01-19,North Carolina,684497,8196,8182,65
2021-01-20,North Carolina,693695,8267,9198,71
2021-01-21,North Carolina,699334,8397,5639,130
2021-01-22,North Carolina,708931,8511,9597,114
2021-01-23,North Carolina,715283,8623,6352,112
2021-01-24,North Carolina,720580,8739,5297,116
2021-01-25,North Carolina,725176,8777,4596,38
2021-01-26,North Carolina,730707,8839,5531,62
2021-01-27,North Carolina,735542,8959,4835,120
2021-01-28,North Carolina,741583,9099,6041,140
2021-01-29,North Carolina,749491,9213,7908,114
2021-01-30,North Carolina,750117,9215,626,2
2021-01-31,North Carolina,759955,9381,9838,166
2021-02-01,North Carolina,763358,9397,3403,16
2021-02-02,North Carolina,769034,9477,5676,80
2021-02-03,North Carolina,779727,9625,10693,148
2021-02-04,North Carolina,786482,9767,6755,142
2021-02-05,North Carolina,791457,9880,4975,113
2021-02-06,North Carolina,795559,9962,4102,82
2021-02-07,North Carolina,799927,10017,4368,55
2021-02-08,North Carolina,802820,10030,2893,13
2021-02-09,North Carolina,806972,10088,4152,58
2021-02-10,North Carolina,810595,10226,3623,138
2021-02-11,North Carolina,815182,10336,4587,110
2021-02-12,North Carolina,819242,10408,4060,72
2021-02-13,North Carolina,822781,10482,3539,74
2021-02-14,North Carolina,825572,10524,2791,42
2021-02-15,North Carolina,828771,10545,3199,21
2021-02-16,North Carolina,831109,10611,2338,66
2021-02-17,North Carolina,834056,10712,2947,101
2021-02-18,North Carolina,838097,10804,4041,92
2021-02-19,North Carolina,841331,10863,3234,59
2021-02-20,North Carolina,844520,10930,3189,67
2021-02-21,North Carolina,846600,10957,2080,27
2021-02-22,North Carolina,849325,10976,2725,19
2021-02-23,North Carolina,850917,11007,1592,31
2021-02-24,North Carolina,854171,11100,3254,93
2021-02-25,North Carolina,857557,11162,3386,62
2021-02-26,North Carolina,860311,11216,2754,54
2021-02-27,North Carolina,862635,11240,2324,24
2021-02-28,North Carolina,862635,11241,0,1
2021-03-01,North Carolina,865988,11286,3353,45
2021-03-02,North Carolina,867866,11320,1878,34
2021-03-03,North Carolina,869999,11389,2133,69
2021-03-04,North Carolina,872678,11434,2679,45
2021-03-05,North Carolina,874780,11475,2102,41
2021-03-06,North Carolina,876542,11520,1762,45
2021-03-07,North Carolina,876542,11522,0,2
2021-03-08,North Carolina,879279,11556,2737,34
2021-03-09,North Carolina,880585,11577,1306,21
2021-03-10,North Carolina,882489,11628,1904,51
2021-03-11,North Carolina,884684,11649,2195,21
2021-03-12,North Carolina,886782,11688,2098,39
2021-03-13,North Carolina,887595,11716,813,28
2021-03-14,North Carolina,887595,11719,0,3
2021-03-15,North Carolina,890709,11739,3114,20
2021-03-16,North Carolina,892563,11753,1854,14
2021-03-17,North Carolina,894250,11783,1687,30
2021-03-18,North Carolina,896687,11812,2437,29
2021-03-19,North Carolina,898510,11833,1823,21
2021-03-20,North Carolina,900319,11848,1809,15
2021-03-21,North Carolina,900319,11849,0,1
2021-03-22,North Carolina,903311,11865,2992,16
2021-03-23,North Carolina,904616,11878,1305,13
2021-03-24,North Carolina,906759,11975,2143,97
2021-03-25,North Carolina,908868,12025,2109,50
2021-03-26,North Carolina,911060,12049,2192,24
2021-03-27,North Carolina,911060,12049,0,0
2021-03-28,North Carolina,911060,12051,0,2
2021-03-29,North Carolina,916238,12110,5178,59
2021-03-30,North Carolina,917777,12116,1539,6
2021-03-31,North Carolina,919817,12137,2040,21
2021-04-01,North Carolina,921917,12160,2100,23
2021-04-02,North Carolina,921917,12161,0,1
2021-04-03,North Carolina,921917,12161,0,0
2021-04-04,North Carolina,922008,12161,91,0
2021-04-05,North Carolina,928253,12200,6245,39
2021-04-06,North Carolina,929278,12211,1025,11
2021-04-07,North Carolina,930777,12235,1499,24
2021-04-08,North Carolina,932887,12250,2110,15
2021-04-09,North Carolina,935163,12273,2276,23
2021-04-10,North Carolina,935163,12274,0,1
2021-04-11,North Carolina,935262,12276,99,2
2021-04-12,North Carolina,941190,12320,5928,44
2021-04-13,North Carolina,942864,12335,1674,15
2021-04-14,North Carolina,945308,12353,2444,18
