date,state,total doses,first dose,second dose
2021-03-15,Federated States of Micronesia,19883,12372,7511
2021-03-16,Federated States of Micronesia,20492,12653,7839
2021-03-17,Federated States of Micronesia,20917,12817,8100
2021-03-18,Federated States of Micronesia,20918,12818,8100
2021-03-19,Federated States of Micronesia,21665,13198,8467
2021-03-20,Federated States of Micronesia,22174,13514,8660
2021-03-21,Federated States of Micronesia,22261,13578,8683
2021-03-22,Federated States of Micronesia,22301,13608,8693
2021-03-23,Federated States of Micronesia,22535,13721,8814
2021-03-24,Federated States of Micronesia,22816,13815,9001
2021-03-25,Federated States of Micronesia,23078,13951,9127
2021-03-26,Federated States of Micronesia,23514,14324,9190
2021-03-27,Federated States of Micronesia,23834,14521,9313
2021-03-28,Federated States of Micronesia,23964,14637,9327
2021-03-29,Federated States of Micronesia,24172,14736,9436
2021-03-30,Federated States of Micronesia,24597,15046,9551
2021-03-31,Federated States of Micronesia,25053,15398,9655
2021-04-01,Federated States of Micronesia,25237,15567,9670
2021-04-02,Federated States of Micronesia,25237,15567,9670
2021-04-03,Federated States of Micronesia,25466,15690,9776
2021-04-04,Federated States of Micronesia,25467,15691,9776
2021-04-05,Federated States of Micronesia,25743,15841,9902
2021-04-06,Federated States of Micronesia,26047,16001,10046
2021-04-07,Federated States of Micronesia,26513,16294,10219
2021-04-08,Federated States of Micronesia,26757,16402,10355
2021-04-09,Federated States of Micronesia,26760,16402,10358
2021-04-10,Federated States of Micronesia,27406,16743,10663
2021-04-11,Federated States of Micronesia,27410,16745,10665
2021-04-12,Federated States of Micronesia,27587,16878,10709
2021-04-13,Federated States of Micronesia,28063,17134,10929
2021-04-14,Federated States of Micronesia,28465,17383,11082
2021-04-15,Federated States of Micronesia,28471,17385,11086
2021-04-16,Federated States of Micronesia,29114,17821,11293
2021-04-17,Federated States of Micronesia,29549,18076,11473
2021-04-18,Federated States of Micronesia,29553,18080,11473
2021-04-19,Federated States of Micronesia,29992,18472,11520
2021-04-20,Federated States of Micronesia,30400,18759,11641
2021-04-21,Federated States of Micronesia,30402,18760,11642
2021-04-22,Federated States of Micronesia,30402,18760,11642
2021-04-23,Federated States of Micronesia,31372,19340,12032
2021-04-24,Federated States of Micronesia,31373,19341,12032
2021-04-25,Federated States of Micronesia,31375,19342,12033
2021-04-26,Federated States of Micronesia,32260,19735,12525
2021-04-27,Federated States of Micronesia,33282,19983,13299
2021-04-28,Federated States of Micronesia,33282,19983,13299
2021-04-29,Federated States of Micronesia,34671,20423,14248
2021-04-30,Federated States of Micronesia,34671,20423,14248
2021-05-01,Federated States of Micronesia,35427,20841,14586
2021-05-02,Federated States of Micronesia,35430,20842,14588
2021-05-03,Federated States of Micronesia,35569,20945,14624
